OID,Lat_DD,Long_DD,Jurisdiction,Juris_ID,Name,Status,Commodity_Code,Commodity_Full_Name,Mined_Quantity,Mine_Type,Last_Year,Permit,URL,Forcing_Features,Feature_References,Feature_Class,Location,County,Landowner,Last_Operator,Start_Date,Peak_Production,Last_Updated
A1805,51.453333,-120.22472,BC,092P  055,EAKIN CREEK PLACER,Historic,AU,NULL,NULL,NULL,1940,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++055,NULL,NULL,O,NULL,NULL,NULL,NULL,1925,NULL,2024
A1806,51.357777,-121.68666,BC,092P  061,SNOW WHITE LAKE,Historic,SO,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++061,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1807,51.315277,-121.46166,BC,092P  065,ANITA AND LELA LAKES,Historic,SO,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++065,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1808,51.342221,-121.35611,BC,092P  066,WHITE ELEPHANT LAKE,Historic,SO,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++066,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1809,51.346666,-121.34361,BC,092P  067,ROSE LAKE,Historic,SO,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++067,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A181,49.106944,-118.66833,BC,082ESE165,FREMONT(L.1217),Historic,"AG,AU,CU",NULL,NULL,NULL,1918,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESE165,NULL,NULL,O,NULL,NULL,NULL,NULL,1918,NULL,2024
A1810,51.074443,-121.58499,BC,092P  069,CLINTON LAKE,Historic,MS,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++069,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1811,51.074721,-121.63666,BC,092P  079,CLINTON TUFA,Historic,"TR,LS",NULL,NULL,NULL,1953,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++079,NULL,NULL,O,NULL,NULL,NULL,NULL,1948,NULL,2024
A1812,51.166666,-120.90472,BC,092P  086,VIDETTE,Historic,"AU,AG,CU",NULL,NULL,NULL,1940,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++086,NULL,NULL,O,NULL,NULL,NULL,NULL,1933,NULL,2024
A1813,51.990277,-121.37166,BC,092P  120,SPOUT LAKE,Historic,"CU,AU,AG",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++120,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1814,51.380832,-120.06166,BC,092P  140,CHU CHUA,Historic,"CU,ZN,AG",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++140,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1815,51.120832,-121.86,BC,092P  142,JESMOND LIMESTONE,Historic,LS,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++142,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1816,51.046388,-121.68722,BC,092P  150,BOWDEN CREEK,Historic,LS,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++150,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1817,51.197221,-120.24833,BC,092P  159,BARRIERE,Historic,FD,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++159,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1818,51.08111,-121.81999,BC,092P  171,KELLY LAKE,Abandoned,LS,NULL,NULL,NULL,NULL,Q025,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++171,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1819,51.069443,-120.22805,BC,092P  179,NORTH THOMPSON RIVER PLACER,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092P++179,NULL,NULL,O,NULL,NULL,NULL,NULL,1925,NULL,2024
A182,49.168332,-118.11944,BC,082ESE169,EVA BELL (L.2031),Historic,"AG,PB,ZN",NULL,NULL,NULL,1976,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESE169,NULL,NULL,O,NULL,NULL,NULL,NULL,1972,NULL,2024
A1820,52.634999,-121.42027,BC,093A  003,PROVIDENCE,Historic,"AG,PB,ZN",NULL,NULL,NULL,1973,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++003,NULL,NULL,O,NULL,NULL,NULL,NULL,1949,NULL,2024
A1821,52.775832,-121.43972,BC,093A  004,KEITHLEY CREEK,Historic,AU,NULL,NULL,NULL,1998,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++004,NULL,NULL,O,NULL,NULL,NULL,NULL,1945,NULL,2024
A1822,52.847221,-121.46611,BC,093A  005,LITTLE SNOWSHOE CREEK,Historic,AU,NULL,NULL,NULL,1940,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++005,NULL,NULL,O,NULL,NULL,NULL,NULL,1875,NULL,2024
A1823,52.991666,-121.89305,BC,093A  013,SOVEREIGN CREEK,Historic,"TC,NI,AG",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++013,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1824,52.338888,-121.40361,BC,093A  015,WARD'S HORSEFLY,Historic,AU,NULL,NULL,NULL,1903,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++015,NULL,NULL,O,NULL,NULL,NULL,NULL,1903,NULL,2024
A1825,52.3125,-121.09277,BC,093A  016,BLACK CREEK,Historic,AU,NULL,NULL,NULL,1935,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++016,NULL,NULL,O,NULL,NULL,NULL,NULL,1930,NULL,2024
A1826,52.414722,-121.57083,BC,093A  017,ANTOINE CREEK,Historic,AU,NULL,NULL,NULL,1935,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++017,NULL,NULL,O,NULL,NULL,NULL,NULL,1930,NULL,2024
A1827,52.839721,-121.41333,BC,093A  024,FRENCH SNOWSHOE CREEK,Historic,AU,NULL,NULL,NULL,1895,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++024,NULL,NULL,O,NULL,NULL,NULL,NULL,1880,NULL,2024
A1828,52.627221,-121.63916,BC,093A  025,BULLION PIT,Historic,AU,NULL,NULL,NULL,1942,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++025,NULL,NULL,O,NULL,NULL,NULL,NULL,1942,NULL,2024
A1829,52.856666,-121.43916,BC,093A  026,LUCE CREEK,Historic,AU,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++026,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A183,49.148333,-118.44277,BC,082ESE170,BONANZA FR. (L.1617),Historic,"PB,ZN,AG",NULL,NULL,NULL,1925,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESE170,NULL,NULL,O,NULL,NULL,NULL,NULL,1925,NULL,2024
A1830,52.847777,-121.41805,BC,093A  035,MIDAS (L. 4670),Historic,"AU,AG,PB",NULL,NULL,NULL,1949,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++035,NULL,NULL,O,NULL,NULL,NULL,NULL,1949,NULL,2024
A1831,52.393333,-121.415,BC,093A  042,HOBSON'S HORSEFLY,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++042,NULL,NULL,O,NULL,NULL,NULL,NULL,1880,NULL,2024
A1832,52.58861,-121.455,BC,093A  043,SPANISH MOUNTAIN,Historic,"AU,AG,PB",NULL,NULL,NULL,1992,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++043,NULL,NULL,O,NULL,NULL,NULL,NULL,1947,NULL,2024
A1833,52.568054,-120.98222,BC,093A  046,EAGLET,Historic,"FL,MO,SR",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++046,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1834,52.65,-121.47416,BC,093A  067,SPANISH CREEK,Historic,AU,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++067,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1835,52.636666,-121.79166,BC,093A  069,MOREHEAD CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++069,NULL,NULL,O,NULL,NULL,NULL,NULL,1915,NULL,2024
A1836,52.88861,-121.32833,BC,093A  071,CARIBOO HUDSON,Historic,"AU,AG,PB",NULL,NULL,NULL,1939,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++071,NULL,NULL,O,NULL,NULL,NULL,NULL,1938,NULL,2024
A1837,52.257222,-121.38111,BC,093A  078,WOODJAM,Historic,"AU,CU",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++078,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1838,52.661388,-121.53749,BC,093A  080,MURDER GULCH PLACER (PL.7139),Historic,AU,NULL,NULL,NULL,1976,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++080,NULL,NULL,O,NULL,NULL,NULL,NULL,1880,NULL,2024
A1839,52.796944,-120.98972,BC,093A  081,MAEFORD LAKE,Historic,"MB,DS,BS",NULL,NULL,NULL,1990,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++081,NULL,NULL,O,NULL,NULL,NULL,NULL,1990,NULL,2024
A184,49.200555,-118.44888,BC,082ESE179,HEK,Historic,"AU,FE,AG",NULL,NULL,NULL,1939,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESE179,NULL,NULL,O,NULL,NULL,NULL,NULL,1939,NULL,2024
A1840,52.907222,-121.33055,BC,093A  090,SKARN,Historic,"AG,AU,CU",NULL,NULL,NULL,1980,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++090,NULL,NULL,O,NULL,NULL,NULL,NULL,1980,NULL,2024
A1841,52.907222,-121.34499,BC,093A  091,CARIBOO THOMPSON,Historic,"AU,AG,PB",NULL,NULL,NULL,1937,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++091,NULL,NULL,O,NULL,NULL,NULL,NULL,1937,NULL,2024
A1842,52.913055,-121.35027,BC,093A  094,CRAZY CREEK,Historic,AU,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++094,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1843,52.845277,-121.19555,BC,093A  110,MAYBE,Historic,"ZN,PB,AG",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++110,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1844,52.289999,-121.32555,BC,093A  134,HORSEFLY,Historic,"SI,VL",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++134,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1845,52.6625,-121.95361,BC,093A  137,BUXTON CREEK,Historic,AU,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++137,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1846,52.56861,-121.50416,BC,093A  141,CEDAR CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++141,NULL,NULL,O,NULL,NULL,NULL,NULL,1895,NULL,2024
A1847,52.305555,-120.57861,BC,093A  150,FRASERGOLD,Historic,"AU,AG,CU",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++150,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1848,52.971666,-121.42916,BC,093A  161,ANTLER CREEK,Historic,AU,NULL,NULL,NULL,1994,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++161,NULL,NULL,O,NULL,NULL,NULL,NULL,1876,NULL,2024
A1849,52.840833,-121.26777,BC,093A  223,HARVEYS CREEK,Historic,AU,NULL,NULL,NULL,1941,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++223,NULL,NULL,O,NULL,NULL,NULL,NULL,1876,NULL,2024
A185,49.123054,-118.66666,BC,082ESE185,COMBINATION (L.1458),Historic,"AG,PB,ZN",NULL,NULL,NULL,1924,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESE185,NULL,NULL,O,NULL,NULL,NULL,NULL,1923,NULL,2024
A1850,52.873332,-121.47416,BC,093A  227,MCMARTIN CREEK,Historic,AU,NULL,NULL,NULL,1900,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++227,NULL,NULL,O,NULL,NULL,NULL,NULL,1895,NULL,2024
A1851,52.861111,-121.47944,BC,093A  228,BARR CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++228,NULL,NULL,O,NULL,NULL,NULL,NULL,1935,NULL,2024
A1852,52.794166,-121.46527,BC,093A  229,WEAVER CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++229,NULL,NULL,O,NULL,NULL,NULL,NULL,1925,NULL,2024
A1853,52.77861,-121.44083,BC,093A  230,FOUR MILE CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++230,NULL,NULL,O,NULL,NULL,NULL,NULL,1925,NULL,2024
A1854,52.759166,-121.37055,BC,093A  231,FRANK CREEK,Historic,AU,NULL,NULL,NULL,1910,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++231,NULL,NULL,O,NULL,NULL,NULL,NULL,1895,NULL,2024
A1855,52.729166,-121.46611,BC,093A  232,ROLLIE CREEK,Historic,AU,NULL,NULL,NULL,1900,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++232,NULL,NULL,O,NULL,NULL,NULL,NULL,1900,NULL,2024
A1856,52.792777,-121.32361,BC,093A  233,NIGGER (PINE) CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++233,NULL,NULL,O,NULL,NULL,NULL,NULL,1895,NULL,2024
A1857,52.612222,-121.54027,BC,093A  234,POQUETTE CREEK,Historic,AU,NULL,NULL,NULL,1935,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++234,NULL,NULL,O,NULL,NULL,NULL,NULL,1895,NULL,2024
A1858,52.675832,-121.64472,BC,093A  235,KANGAROO CREEK,Historic,AU,NULL,NULL,NULL,1895,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++235,NULL,NULL,O,NULL,NULL,NULL,NULL,1890,NULL,2024
A1859,52.654722,-121.65916,BC,093A  236,LAWLESS (HALF MILE) CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++236,NULL,NULL,O,NULL,NULL,NULL,NULL,1935,NULL,2024
A186,49.146666,-118.50611,BC,082ESE187,SENATOR,Historic,"CU,AG,AU",NULL,NULL,NULL,1905,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESE187,NULL,NULL,O,NULL,NULL,NULL,NULL,1903,NULL,2024
A1860,52.641944,-121.64833,BC,093A  237,ROSE GULCH,Historic,AU,NULL,NULL,NULL,1935,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++237,NULL,NULL,O,NULL,NULL,NULL,NULL,1905,NULL,2024
A1861,52.624443,-121.61944,BC,093A  238,QUESNEL RIVER,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++238,NULL,NULL,O,NULL,NULL,NULL,NULL,1875,NULL,2024
A1862,52.96861,-121.36361,BC,093A  239,CUNNINGHAM CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++239,NULL,NULL,O,NULL,NULL,NULL,NULL,1875,NULL,2024
A1863,52.965555,-121.41388,BC,093A  240,NUGGET GULCH,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++240,NULL,NULL,O,NULL,NULL,NULL,NULL,1910,NULL,2024
A1864,52.99611,-121.40944,BC,093A  241,WOLF CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++241,NULL,NULL,O,NULL,NULL,NULL,NULL,1910,NULL,2024
A1865,52.360555,-121.50555,BC,093A  242,BEAVER LAKE CREEK,Historic,AU,NULL,NULL,NULL,1905,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++242,NULL,NULL,O,NULL,NULL,NULL,NULL,1905,NULL,2024
A1866,52.674999,-121.93638,BC,093A  243,BIRRELL CREEK,Historic,AU,NULL,NULL,NULL,1920,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++243,NULL,NULL,O,NULL,NULL,NULL,NULL,1920,NULL,2024
A1867,52.96861,-121.74777,BC,093A  244,FONTAINE CREEK,Historic,AU,NULL,NULL,NULL,1885,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++244,NULL,NULL,O,NULL,NULL,NULL,NULL,1876,NULL,2024
A1868,52.940555,-121.66861,BC,093A  245,LITTLE SWIFT RIVER,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++245,NULL,NULL,O,NULL,NULL,NULL,NULL,1945,NULL,2024
A1869,52.889999,-121.71638,BC,093A  246,SWIFT RIVER,Historic,AU,NULL,NULL,NULL,1935,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++246,NULL,NULL,O,NULL,NULL,NULL,NULL,1875,NULL,2024
A187,49.130832,-118.53444,BC,082ESE188,BLUEBELL (L.2136),Historic,"CU,AU,AG",NULL,NULL,NULL,1939,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESE188,NULL,NULL,O,NULL,NULL,NULL,NULL,1938,NULL,2024
A1870,52.232499,-121.34388,BC,093A  251,WOODJAM SOUTHEAST,Historic,"CU,AU",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++251,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1871,52.101944,-120.51194,BC,093A  259,RIDLEY CREEK,Historic,"WO,MO,AG",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++259,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1872,52.269721,-121.36916,BC,093A  269,DEERHORN,Historic,"CU,AU",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++269,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1873,52.458333,-121.47999,BC,093A  275,REDGOLD QUARRY,Historic,"AU,CU,ZN",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093A++275,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1874,52.231666,-122.27305,BC,093B  001,LAYERS,Historic,"BS,AT",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++001,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1875,52.503333,-122.23388,BC,093B  003,GUNN,Historic,"CU,MO",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++003,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1876,52.726388,-122.46805,BC,093B  010,AUSTRALIAN CREEK COAL,Historic,CL,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++010,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1877,52.505555,-122.26083,BC,093B  013,GRANITE LAKE (GIBRALTAR),Historic,"CU,MO,AG",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++013,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1878,52.99361,-122.35444,BC,093B  018,QUESNEL CANYON,Historic,AU,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++018,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1879,52.83611,-122.21805,BC,093B  022,AINSWORTH,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++022,NULL,NULL,O,NULL,NULL,NULL,NULL,1945,NULL,2024
A188,49.033054,-118.50611,BC,082ESE189,YANKEE GIRL (L.1558),Historic,"CU,AU,AG",NULL,NULL,NULL,1936,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESE189,NULL,NULL,O,NULL,NULL,NULL,NULL,1936,NULL,2024
A1880,52.960277,-122.53861,BC,093B  023,LOT 906,Historic,DE,NULL,NULL,NULL,1988,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++023,NULL,NULL,O,NULL,NULL,NULL,NULL,1980,NULL,2024
A1881,52.790277,-122.45833,BC,093B  036,QUESNEL COAL,Historic,CL,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++036,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1882,52.726666,-122.51611,BC,093B  042,BUCK RIDGE,Historic,DE,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++042,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1883,52.988888,-122.49583,BC,093B  043,LOT 385,Historic,CY,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++043,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1884,52.961944,-122.48833,BC,093B  047,BURNT SHALE,Historic,SH,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++047,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1885,52.468054,-122.27333,BC,093B  051,SAWMILL,Historic,"CU,MO",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++051,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1886,52.751388,-122.53472,BC,093B  059,QUESNEL,Historic,DE,NULL,NULL,NULL,1993,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++059,NULL,NULL,O,NULL,NULL,NULL,NULL,1987,NULL,2024
A1887,52.982777,-122.02833,BC,093B  070,SOVEREIGN CREEK,Historic,AU,NULL,NULL,NULL,1945,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093B++070,NULL,NULL,O,NULL,NULL,NULL,NULL,1935,NULL,2024
A1888,52.669166,-127.02194,BC,093D  004,DEAN CHANNEL,Historic,"FE,MA",NULL,NULL,NULL,1919,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093D++004,NULL,NULL,O,NULL,NULL,NULL,NULL,1919,NULL,2024
A1889,52.188333,-127.98361,BC,093D  008,BEALE'S QUARRY,Historic,LS,NULL,NULL,NULL,1949,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093D++008,NULL,NULL,O,NULL,NULL,NULL,NULL,1924,NULL,2024
A189,49.066111,-118.59055,BC,082ESE192,KENO (L.1319),Historic,"AG,AU,CU",NULL,NULL,NULL,1940,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESE192,NULL,NULL,O,NULL,NULL,NULL,NULL,1935,NULL,2024
A1890,53.73861,-127.26027,BC,093E  001,EMERALD GLACIER,Historic,"ZN,AG,PB",NULL,NULL,NULL,1968,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++001,NULL,NULL,O,NULL,NULL,NULL,NULL,1951,NULL,2024
A1891,53.67361,-127.05694,BC,093E  004,OX,Historic,"CU,MO,PB",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++004,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1892,53.943888,-127.77083,BC,093E  011,NEW MOON,Historic,"ZN,PB,CU",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++011,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1893,53.491388,-127.74305,BC,093E  014,SMITH-NASH,Historic,"AU,AG,CU",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++014,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1894,53.361944,-127.28861,BC,093E  019,DEER HORN,Historic,"AU,AG,WO",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++019,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1895,53.299166,-127.01027,BC,093E  026,REDBIRD,Historic,"MO,CU,PB",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++026,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A1896,53.405,-127.08194,BC,093E  028,NICKEL PLATE,Historic,"AG,AU,PB",NULL,NULL,NULL,1935,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++028,NULL,NULL,O,NULL,NULL,NULL,NULL,1935,NULL,2024
A1897,53.4125,-127.10861,BC,093E  029,ROOSEVELT,Historic,"AU,AG,ZN",NULL,NULL,NULL,1935,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++029,NULL,NULL,O,NULL,NULL,NULL,NULL,1935,NULL,2024
A1898,53.641388,-127.26444,BC,093E  035,CAPTAIN,Historic,"AG,PB,ZN",NULL,NULL,NULL,1926,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++035,NULL,NULL,O,NULL,NULL,NULL,NULL,1926,NULL,2024
A1899,53.803611,-127.43499,BC,093E  046,BERG,Historic,"CU,MO,AG",NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=093E++046,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
